starting_year,retirement_year,airlineID,rent_airlineID
2006,2024,16170,
1964,1997,11620,
1955,1992,15730,3320
2010,2013,2533,
2010,2023,9078,
2016,2054,3663,
1969,1989,7518,
2009,2052,17361,
1974,1998,13142,2183
1950,1975,13486,
1956,1979,19241,
1952,1965,21187,
2012,2025,4238,
1993,2031,2633,
1997,2022,8668,
1972,1995,13572,
1955,2003,6801,
1998,2045,5667,2822
1981,1985,15767,
1994,2021,17281,
1953,1965,4830,
1964,2013,13869,
2019,2037,14567,
1971,2002,1507,
1954,1979,17411,
1986,2011,19379,
2002,2042,153,
1971,1986,7731,
1959,1976,9420,
1961,1986,11358,
1983,1987,12825,
1987,2013,18023,
1989,1992,13739,4296
2015,2051,9537,
1992,2008,21618,
1969,1988,5586,
1971,1994,3381,
1997,2035,20794,
2007,2053,15423,
2019,2024,19728,5352
2017,2049,16734,
2021,2053,8020,
2008,2048,5857,
1995,2032,16225,
1968,1972,15318,
1967,2008,18156,
1976,2013,21240,
1960,1992,14593,5352
1954,2002,2808,
2017,2022,10274,
2011,2022,4890,
1967,1974,16430,90
1974,2024,17728,
1979,2007,19978,
1976,2007,14577,
2017,2039,7393,
2021,2047,9371,
2015,2058,14181,
1991,2015,10771,
1970,1991,6909,24
2008,2034,15796,
1966,1992,11655,
1974,2013,9369,
2019,2044,2270,
1975,2010,8856,
1992,2006,5962,
1974,1979,7195,
2021,2054,9217,
1997,2037,4994,
1973,2009,16860,
2012,2061,19911,
1973,2002,9486,
2003,2005,4680,
1998,2018,20395,
1966,2006,20573,
2016,2018,21212,
1970,1982,8089,
2002,2040,18611,90
1965,1967,19841,
1988,2038,8712,
1982,2001,5199,
1957,2001,11146,
1994,2044,10208,
1955,1968,17916,90
1965,1977,8434,
1956,1965,14368,
2018,2020,16601,
1990,2021,9987,90
1978,1995,2574,3320
2000,2012,9908,
2013,2062,6999,
1950,1971,7773,
2013,2044,20233,
1979,2001,10615,324
2021,2044,18761,2009
1990,1992,1357,
2020,2030,12848,
1971,2012,3962,
1968,2018,11187,1355
2000,2045,2676,
1955,1957,19752,
1986,1998,2502,
2002,2010,8697,
1957,1977,17878,
1981,2025,5415,
1953,1974,20218,
1971,2001,3961,
2020,2052,13262,1797
1990,2032,21224,
2000,2038,18326,
1952,1965,16994,
1988,2033,10334,5352
1966,1987,7940,
2013,2062,15427,
2000,2046,4327,
2014,2059,12376,
1952,1969,17992,
2005,2042,16303,
1972,2007,10535,
1991,1997,1733,
2005,2039,9570,
1951,1961,3543,
1984,2017,8838,
2014,2056,8279,
1988,2008,2658,
1984,1996,9431,
2000,2026,20533,
1959,1967,6041,
1999,2004,11874,
1964,1998,14985,
1961,2006,7136,
1995,2027,18111,
1999,2007,6117,
2000,2013,15706,
2017,2056,6454,
1987,2019,3910,
1997,1998,19369,2822
2010,2043,16710,
1960,1971,20831,
1997,2027,20593,
1997,2025,6986,
2008,2024,4623,5209
1971,1990,20928,
1998,2030,224,
1977,2009,601,
1986,2012,8457,
1995,2035,20773,
1993,2037,17352,90
1983,1987,13916,
1958,1998,11988,
2018,2061,6990,
2005,2018,7839,
1977,1981,4929,
1957,1977,2866,
1980,2000,19240,
1958,1980,12328,
1986,2032,20596,
1981,1983,15873,
2021,2063,7972,
2010,2046,10614,
2006,2024,7252,
2002,2026,2137,
1989,2011,17011,
1992,2013,1762,
2003,2027,21624,
1956,1971,7361,5209
1957,1983,6470,
1987,2026,7606,
1962,1985,16023,
2007,2043,21388,
1960,1982,1024,
1983,2028,4468,
1978,2003,9886,
2005,2052,14226,
1966,1970,3262,
2010,2056,18020,
1975,1978,19440,
1975,2023,6013,
2007,2049,6773,24
1977,2001,384,
1951,1964,5019,1797
1952,1993,21618,
1986,2006,6816,
1998,2005,1365,
2017,2018,18738,
1980,1983,7293,
1972,1986,2917,
1951,1953,18761,
1966,1994,13998,2183
1979,2022,7772,3090
1953,2003,20685,
2008,2049,21344,
1972,1999,3506,
1963,1983,7980,1355
2009,2033,11027,
1982,2003,5376,
1965,1998,761,24
1976,1992,8809,
2010,2055,1514,
1950,1953,12727,2183
1979,1982,2247,
1960,1963,12131,
2009,2057,152,
1986,2002,9359,
1952,1969,16905,
1974,1997,2512,
1997,2001,20687,
1996,2045,1269,
2015,2027,14055,
1968,1984,1326,
1957,1988,2367,
2020,2061,5110,
1985,2008,12542,
2020,2065,7569,
1965,1980,1413,
2021,2043,3975,
1959,2006,3434,
1971,1994,13892,
1998,2002,18157,
1985,2033,9288,
1992,2027,19503,
1956,1983,3001,
1962,2004,8499,
1980,1995,13721,
1972,2001,9752,
1972,2013,6161,2822
1961,1982,6217,
1974,1981,17861,
2000,2043,14382,
1954,1970,21494,
1959,1982,7302,
1965,1995,1619,
1959,1961,7662,
1977,2010,8194,2822
2005,2032,10172,
1969,1985,11236,
1994,2008,3974,
1995,2015,3641,
1971,2009,8584,
2019,2058,3107,2009
2000,2035,4628,
1969,2008,20914,
1992,2034,13194,
1975,1989,11060,
1954,1966,4714,
1962,1989,5243,
1964,2002,15140,5352
1957,1985,14616,
1980,1998,20330,
2010,2045,10528,
1993,2010,5847,
1993,2001,12937,
1972,2006,20012,
2015,2064,19069,
1966,1970,3619,
1993,2024,5330,
1989,2006,17179,
1965,1982,5685,
1957,1981,10933,
1956,1962,13886,
2004,2028,21029,
2000,2016,15721,
2016,2059,4641,
2017,2049,8222,
1985,1989,16722,
1993,2020,3252,
1972,1974,15193,
2018,2065,6624,
1964,1976,9564,
2004,2037,12241,
1957,2003,3547,
2014,2048,2901,
1951,1996,20338,
1972,2006,19081,
1998,2045,2825,
2013,2049,13698,
2018,2065,4970,
2003,2032,11240,
1978,2021,11468,2822
1971,2016,6786,
1988,2006,15296,
1970,2017,2092,
2021,2053,5870,
2015,2058,5225,
1999,2019,11409,2822
1995,2041,11889,
1973,2023,6180,
1962,1999,1458,
2015,2045,12297,
1966,1979,12314,
1992,2013,2413,
1973,2010,12430,
1997,2015,20640,
1955,1987,6875,
1989,2030,462,
1980,2000,21043,
1981,2021,7049,
1990,1998,11130,
2008,2029,3630,324
2018,2052,11666,
1978,2025,13920,
1980,1987,18794,
1987,2034,12743,
2013,2028,3399,
2007,2014,13337,
2019,2028,1670,
1973,1992,9159,
1988,2030,14435,
1957,1975,7588,
1995,2007,19557,
1987,2023,18101,
2015,2040,2434,
2012,2030,15544,
1976,2013,12640,
2021,2026,9730,
1975,2024,10010,
2006,2026,11685,
1973,2011,13885,
1965,1980,1301,
1980,1982,17974,
1983,1997,3775,
2003,2029,21362,
1966,1989,7044,
1961,2007,16870,
2018,2060,17899,24
1994,2022,20071,
1968,2016,13377,
2004,2009,6816,
1990,2029,1665,4296
1954,1990,15833,
1976,1981,3046,
1961,1963,14926,
1973,2017,4179,
1985,2028,6710,
1991,2030,15417,
1977,1981,10514,
1990,2000,2774,5209
1973,1992,6797,
1973,1992,1620,
2002,2037,15863,
1966,1981,73,
1980,2009,1077,
1976,2019,18310,
1965,1978,7010,
1962,1996,9542,
2019,2052,16115,
1970,2009,916,
2017,2021,12208,
1991,2020,10976,
1988,1993,13684,
1990,2030,6498,
1967,2006,13839,
2021,2063,17095,
1970,2014,13538,
1956,1980,19715,
1959,1999,2500,324
1977,2012,12272,
2015,2041,5832,
1965,1980,4836,
1999,2024,21721,
1975,2015,7081,
1988,2000,19831,
1950,1963,13013,1797
1990,1992,21046,
2019,2034,2874,
1986,1989,9021,
1967,1988,7159,
1966,1973,10812,
2001,2002,9959,
1980,2028,8435,
1978,1989,8638,
2011,2022,12484,
1966,1999,13813,
1991,2037,1658,
2012,2046,21710,
1965,1983,8423,
2013,2061,10449,
1978,1993,8122,
2020,2026,474,
2009,2043,11138,
1950,1962,18088,
1953,2003,16660,
1984,1988,9625,3320
1996,2018,17550,
1953,1968,14638,
1955,1970,14647,
1986,2036,4487,
2003,2018,14633,
2001,2030,18116,3320
1996,2040,8277,
1969,2002,17826,
2018,2027,7375,
2021,2070,10310,
1989,2039,15879,
1959,1967,17671,
1976,2015,8769,
1998,2005,9280,
1959,1988,15253,2822
2013,2056,20303,
2004,2032,16811,
1978,2015,10213,
2005,2034,12811,
2013,2021,10180,
2004,2054,933,
1997,2034,20628,
1960,1970,1142,
1972,2014,20740,2822
2016,2052,3238,
1957,1995,16694,
1992,2004,17383,90
1960,2005,449,
1985,2002,19181,
1997,2022,750,
1981,2030,14764,
2004,2012,4740,
1977,1983,14005,
1968,1990,16510,
1957,1986,21190,
1958,1993,16178,
1979,1989,39,
1993,2035,11562,
1973,2002,15938,
1978,1991,18341,
1959,1986,21108,
1990,1998,15984,
2005,2009,18702,
1967,2002,13392,
2001,2040,340,4296
1950,1982,2588,
1986,2005,14703,
1958,1970,10532,
1965,2012,15619,
1988,1995,8792,
1997,2044,12976,90
2010,2049,10272,
1987,2017,15807,
1992,2038,11267,
1951,2001,2222,
1998,2015,13970,
1954,1969,12615,
1985,2033,4896,
1954,1978,3647,
1988,2023,7221,
1981,1999,15661,
2003,2049,4547,
1996,2002,3480,
1988,2003,4201,
1990,1997,21562,
1995,2020,10822,
1991,1997,3582,
1992,2039,20850,
1973,2005,21034,3320
1979,2015,9612,
2002,2014,14238,
1997,2008,9371,
1998,2020,18639,
1974,1996,838,
1995,2034,16904,
1977,1998,10158,
2016,2020,17201,
1972,1998,12691,
1995,2030,4965,1355
2020,2041,7291,5209
1962,2010,17603,
2015,2057,10856,
2015,2030,5390,
1965,2010,20598,
2018,2068,16952,
1962,2004,1621,
1964,1992,2957,
2021,2048,3713,
2015,2034,15286,
1969,1993,10505,
2010,2038,20694,
1953,1970,14883,
1952,1985,7392,
1997,2026,3456,
1953,1983,15993,
2019,2025,17637,
1999,2042,1363,
1964,1973,10366,3090
1993,2018,17556,
1989,1993,1180,
2015,2062,3876,
2011,2044,347,
1974,1978,12201,
1956,1991,17556,
1961,1967,9715,
1998,2022,4239,
1951,2000,17981,
2006,2053,13523,
1987,2020,20936,
1996,2045,643,
1997,2043,5256,
1969,1993,17339,
1994,2001,710,
2000,2048,7680,
2013,2040,9644,
2013,2063,20046,5209
1953,1993,2413,
1970,1991,9425,
1979,2012,15607,
2021,2059,20068,
1995,2004,18481,
1957,2003,1290,
2006,2022,12694,
2006,2033,16742,
2015,2020,16718,
2010,2046,2795,
1983,2020,18290,
1977,2023,5312,
2009,2021,10260,
2009,2052,3551,
1992,2017,20150,
1955,1980,16230,
2010,2045,19956,
2013,2030,6145,
2017,2034,15133,
1978,1987,9633,
1995,2005,7307,
1955,1975,18331,2822
1980,2003,3357,
1966,1983,13514,
1962,1997,14669,
2019,2035,8902,
1974,1990,14026,90
1983,1990,5243,5352
2006,2046,19609,
1973,1980,2720,
1954,1971,9448,
1958,1985,2187,
2021,2041,8435,
1951,1968,16419,
1981,2018,10835,
2002,2030,2729,
1997,2025,15531,
2015,2064,16379,
1969,1970,15870,
1968,1978,7383,
1968,1973,15945,
1953,1974,6728,
1988,2003,19981,
1972,1989,20943,1797
1992,1994,20752,
2008,2026,13797,
1989,2021,12851,
1960,2003,20019,
2017,2046,15939,
2001,2043,14585,
1970,1975,18601,
1976,2006,8162,
1974,1980,7027,
1958,1982,20159,
1950,1979,4025,
1970,1982,13498,
1963,1993,746,2822
1981,2014,15104,
1976,2025,8914,
2003,2022,5132,
1991,1992,5876,
2008,2023,2754,
1998,2008,4181,2009
1980,2009,3087,90
1972,2011,1755,
2019,2032,2080,
1956,1962,751,
1954,1980,8947,
1987,2011,17071,
1973,1998,6512,
1991,2005,15837,3320
1972,1980,15941,
1976,1979,4435,
2001,2020,21524,
1997,2019,19756,
1996,2004,11460,
1962,1979,7242,
1958,2003,4943,
1964,1983,15405,
2010,2060,11076,
1969,1974,14039,
2014,2017,13858,
1986,2003,20097,
2020,2044,4998,1797
2006,2037,90,
1954,1957,6345,
1976,1984,13389,
1970,2010,1606,
1990,1993,4379,5209
1955,1956,16998,
1950,1990,1863,
1998,2002,1569,
2017,2039,12038,
1978,2004,18164,
1977,2005,21370,
2020,2029,10607,
1986,2017,13743,
1980,2020,17188,
1950,1983,11190,
1957,1984,12764,
1952,1977,21170,
1991,2032,11246,
2009,2021,13532,
1967,1993,14271,
2021,2023,3989,
1984,1992,9059,
1977,1987,9717,
2009,2042,18493,
1999,2042,20965,
1960,1997,15600,
1983,1992,20397,
1957,1988,824,
2006,2027,15146,
2018,2028,11108,
1992,1998,13903,
1958,1970,12475,
2009,2050,19418,
1996,1998,18088,
2000,2012,9019,
2002,2043,18330,
1959,2007,2271,
1991,2023,13231,3320
1969,2008,21191,
1987,2013,15310,
1950,1992,19673,
2007,2054,516,
2012,2017,4708,
1997,2017,14480,
1956,1971,3301,
1978,2013,12629,
1984,1990,9414,
2007,2015,17019,
2021,2068,8626,
2005,2040,13973,
1983,1986,19426,3090
1952,1960,8561,
1994,2002,12925,
1976,1991,7339,
1998,2011,588,
1983,2014,12691,
1983,2018,4810,
1957,1993,4192,
1953,1965,5291,
1975,2016,18005,
1983,2027,18317,
2009,2034,12038,1797
1967,2013,6990,
1987,2015,10631,2183
1956,1988,14628,
1958,1963,3914,
1986,1998,11307,
1954,1994,20788,
1978,2007,422,
2014,2021,5985,
2002,2052,878,
2008,2026,9046,
1994,2020,9247,
1972,2003,3234,3320
1992,2038,2771,
2017,2061,20875,
1997,2000,10042,
1961,2003,14432,
1970,1976,4235,
2020,2037,14222,3320
1995,2017,15303,
1998,2018,11849,
1967,1999,15188,90
2007,2045,6538,
1986,2000,11012,
1954,1966,5463,
1979,2023,10689,
1997,2020,7354,3090
1992,2025,5215,
1988,1999,12404,
2006,2015,8242,
1980,1988,8665,
1979,1988,10680,
1998,2006,16816,
1954,1960,17802,
1988,2016,16297,
1964,1982,3950,
1951,1978,8091,
1998,2042,1606,2183
1978,2004,13203,
1950,1986,2000,
1981,2004,55,
1970,1990,21195,
1954,1959,3091,
1967,1971,21688,
2019,2048,1139,
1971,1976,8930,5352
1996,2019,795,
1994,1995,20913,
1999,2049,13998,
1986,2007,3025,5209
2006,2040,21109,
1995,2039,13847,
1989,2024,9815,
1981,2030,17064,
1971,1992,646,
2020,2044,6387,
1961,1984,3642,
1951,1952,1831,
1981,1992,15582,
2005,2028,6611,4296
1968,2006,15234,
1950,1968,2864,
1972,2015,21512,
1992,2033,13030,
1974,2008,10659,
2001,2051,12700,
1977,1997,13220,4296
1954,1983,17148,
1960,1970,2894,
1953,1955,1471,
2012,2038,4784,
1971,2010,10207,
2021,2069,8956,
1982,1994,5676,
2021,2024,14949,
1982,2001,19109,
1977,2010,2808,
1984,2002,21069,
2008,2020,12657,
1968,1988,1940,
1984,2028,18541,
1982,1987,3658,
1996,2041,11712,
2016,2030,19891,
2016,2024,13055,
2001,2022,12715,90
2020,2026,270,
1998,2039,11849,
2004,2019,9715,
1969,2003,4499,
2006,2035,15259,
2011,2036,19472,
1999,2024,6189,
2004,2018,3093,3320
2005,2039,7117,
1960,1981,9077,
1959,1985,13666,
1995,2007,7503,
2013,2050,5219,
1991,2025,16265,
1956,1973,20657,
1979,1990,3249,
1985,1994,21505,
1996,2022,4062,
1991,2040,19961,
1986,2018,8657,
2011,2025,16351,2183
1990,2032,15883,
1960,1984,14409,
1964,2006,11223,
1981,2001,7948,
1966,1970,16331,
1950,1953,977,
1997,2030,17006,
1969,1997,3363,
1986,2017,8812,
1963,1977,5785,
2014,2056,6208,
2003,2036,18092,24
1964,1996,12027,
2002,2048,5005,
2017,2018,14369,
2001,2010,1306,2822
1963,1986,1542,
1990,2024,18149,
1988,2022,8355,
1959,1991,5719,
2009,2044,13667,
1950,1991,10515,
2001,2039,17186,
1962,1999,17315,
1979,2001,11376,
1959,1963,17970,
1962,2011,1574,
1962,2005,10106,
1981,2001,20626,
1993,2009,13925,90
1951,1955,21236,
1979,2016,19244,
1988,2009,10355,
2000,2018,8423,
1961,1984,4403,
1992,2035,8619,
1951,1985,5964,
2007,2041,4504,
1967,1996,20715,
2021,2057,13290,
1989,2013,12268,4296
2004,2028,7109,
2015,2048,16406,
1996,2029,13116,
2015,2026,2878,
1999,2031,1619,
2009,2049,8653,
2009,2026,5807,
2000,2030,4198,
2015,2027,10447,
1950,2000,19561,
1964,1969,17586,
2017,2049,1621,
1990,2014,12903,
1996,2039,4104,
2020,2043,3945,
1969,2002,15169,
2020,2038,16778,
1980,2027,14671,
1959,2009,5688,
2006,2033,674,
2003,2048,19228,
2012,2051,15427,
1974,1997,18800,
1961,2005,2038,
1981,2022,10381,24
1998,2019,4547,
1971,2021,14467,
2005,2024,1470,
1964,1976,18361,
1964,2007,648,
1951,1984,21002,
1971,2001,9712,
2009,2036,17299,
1957,1981,10273,
2016,2039,5897,
1973,2013,21037,
1978,1994,14152,1355
1977,2016,3108,
1974,1993,10400,
1955,1968,15624,
1972,2013,13337,
2004,2017,9244,
2000,2022,19085,
2016,2030,19083,
1961,1994,2431,
1985,2004,10498,
1973,2022,15094,
2019,2048,11564,
1978,2005,20787,
1994,2024,13669,1355
1990,2003,18543,
2002,2004,18268,
1994,2034,2235,
1992,2016,19938,
2015,2017,11902,
2001,2038,13331,
1986,1999,10756,
1980,2009,7250,
2004,2051,1958,
1969,1983,10322,
1976,1990,6387,
2003,2046,12000,2822
1964,1993,1638,
1967,2002,3108,2009
2008,2046,15722,
1961,1988,20706,
1989,2022,9643,
1978,2011,16995,
1969,1980,3029,
1973,1993,18480,
1993,2035,1563,
1991,2019,11734,
1963,1989,17746,
1993,2006,13094,
2020,2056,15152,
1981,2030,1908,
2010,2055,9234,
2003,2005,10415,
1985,2028,1401,
2005,2048,20343,
2013,2047,9299,
1971,2019,859,
1952,1967,20239,
2009,2011,9479,
2017,2063,16981,
1976,2005,11236,
2021,2049,17452,
1998,2017,15999,
1960,1963,16918,
2007,2040,4402,
1996,2009,18586,
1992,1996,14207,
2000,2041,12094,
1996,2012,18134,
1987,2027,5802,
1996,2025,8226,
1986,1994,2447,
1970,1999,14053,
1978,1979,14767,3320
1960,1964,6062,
2019,2049,3870,
1994,1999,13404,
1951,1984,10832,
1953,1979,4421,
1998,2025,13455,
1975,1990,452,
1968,1992,20699,
2011,2034,13973,
1994,2043,8226,
1981,2025,16041,
1982,2024,5879,
1979,1990,6986,90
1961,1986,9410,
1996,2018,16247,
2003,2018,15979,
1953,1991,19767,
2021,2053,19979,
1953,1954,5496,
1963,1970,18997,
1958,1974,10846,
1998,2036,5804,
1981,2020,13148,
1959,1963,10024,
1977,2027,21604,
1973,1979,19281,
1991,2032,11932,1355
2005,2039,15865,3320
1977,1991,12127,
1992,2032,6573,
1959,1963,2171,
1998,2040,15947,
1954,1990,7341,
2010,2056,5908,1355
1963,2012,13413,324
1970,1997,16561,
2008,2019,3357,
2015,2026,16798,
2012,2043,14732,
2016,2023,21200,
1992,1995,10583,
1998,2004,12470,
2014,2033,2637,
1967,1993,10832,3320
1956,1970,8882,
2016,2029,16150,
1967,1996,15041,
1969,1976,19116,
2017,2049,7989,
1954,2001,6113,
2000,2035,20907,
1986,1995,2089,
1980,2020,20641,
1968,1975,15364,
2018,2038,1876,
1955,1963,8864,
1962,1983,6610,
2013,2015,10109,
1954,1991,2074,
2015,2023,11463,
1988,2001,8767,
2017,2062,3562,
1982,2025,10795,
1979,1980,15940,
2014,2021,19735,
2011,2017,14801,
1996,2025,19339,
2016,2045,21089,
1997,2009,12739,
1986,2023,13092,
1974,2008,16661,
2000,2046,12732,
1976,1997,18074,
1964,1972,7416,
1973,1974,8210,
1974,2018,8212,
2018,2025,8379,
1998,2047,13203,
2000,2019,21350,
2020,2038,17144,
2001,2044,16179,
1985,2026,20388,
2013,2032,14534,
2014,2039,4834,5209
1982,1989,7136,
1994,2044,15971,
1953,1955,5181,
1958,1994,14897,
1958,2007,13939,
1991,2030,13838,90
1961,1999,7156,
1951,1966,6888,4296
1972,1977,3048,
1951,2001,11790,
1978,2016,18041,5209
1953,1992,11787,2822
2015,2016,16788,
2016,2063,13264,
2018,2030,17894,
1970,1990,8776,
2017,2060,10022,
1987,2025,10183,
1984,2011,12137,
1961,1994,18106,
1979,2011,1013,
2018,2050,16448,
1990,2030,6669,
1984,2010,2567,
1950,1956,17737,
1997,2007,16804,
1988,2038,10115,
1986,1994,20135,
2005,2012,11079,
1994,2015,1617,
2001,2047,6740,5209
1957,1969,19613,
1997,2039,15307,
1997,2046,20148,
2021,2037,20796,
2018,2048,5585,
1979,2026,7875,
1959,1973,13072,
1988,2027,9329,
1985,2027,6197,
1970,1994,2539,
1987,2008,8400,
1966,1985,10047,
1975,1977,17658,
1986,2032,13561,
1950,1960,516,
1971,2017,10534,90
1966,1988,8384,
2012,2029,436,
2004,2030,12716,
1968,2002,2303,
1976,2022,4546,
1985,2012,5281,
1982,2003,9042,
2004,2039,14366,
1956,1980,344,
1952,1996,17881,
2016,2056,4337,
1970,2020,2945,
1984,2030,19845,
1967,1986,21548,
2012,2039,15141,
1975,2007,4896,
1994,2008,5857,
2016,2041,4443,
1977,1995,11845,2183
1994,1999,15905,
1984,2022,8969,
2020,2060,13911,
2013,2020,3047,
1951,1952,1444,
1953,1996,7323,
1994,2024,10460,
1985,2006,6845,
2015,2062,8277,
1997,2003,3664,
2018,2058,8938,
1965,2002,16510,
1991,2030,6535,
2003,2014,6319,
1950,1959,17206,
1957,1968,4896,
1971,2005,3176,
1988,2020,16804,2822
1991,2028,15471,
1992,2022,18924,
2005,2045,12374,
1997,2036,13574,
1989,1999,15886,
1987,2004,18225,
1971,1999,12571,
2010,2055,10106,
1972,2001,3950,
2008,2050,4676,
1950,1966,12349,
2021,2043,18119,
2015,2052,16828,
1975,2008,9212,
2006,2009,15655,
1959,1991,409,
2008,2054,15520,
1991,2036,13784,
1999,2018,4623,
1983,1986,7272,
1999,2014,17182,
2002,2011,7400,
1973,2014,16804,
1996,2039,2387,
1956,1964,3282,
1958,1996,12097,
1969,1994,9010,
2002,2008,16182,
1976,1988,14198,2822
2004,2013,11429,
1999,2024,14421,
1978,2001,7186,
1984,2026,15757,
1991,1995,18415,
2015,2061,3380,
2015,2065,9965,
2012,2041,8405,
1979,2002,4051,
1958,1968,2413,
1969,1986,11466,
1978,2013,5384,
1987,2015,19426,
1952,1997,16184,4296
1982,1997,21406,
1973,1980,3844,
1971,2020,1093,
2011,2039,20969,
2002,2034,1052,
1959,2001,8043,
1972,1974,4643,
1956,1990,6411,
1987,2005,5358,5352
1959,2004,18033,
2003,2011,14825,
1971,1990,21128,1797
2016,2059,1996,
2002,2043,19034,
1966,1993,21752,
1966,2001,15747,
1992,2021,20504,
1955,1969,13707,
1957,1977,8909,
2007,2025,12632,
1971,1981,10985,
2009,2057,7424,
1997,2002,14458,
2011,2048,21139,
2014,2016,14976,
1989,1992,4846,3090
2000,2010,21066,
1994,1995,957,
1974,2006,9028,
1962,1976,11188,
1960,1966,1067,
1993,2000,14643,
2016,2028,15447,
1960,1971,21222,
1985,1996,19091,
2003,2022,18172,
1954,1961,16906,
2020,2069,21434,
1964,1977,8740,
1988,2021,4129,
1951,1997,8242,
2002,2045,14669,
2004,2024,12122,
1982,2013,4747,
1997,1998,2287,
2015,2021,5755,
2010,2015,4543,
1960,2004,17069,
1969,1986,3930,
1981,1991,15005,
1991,1997,4438,
2008,2021,7604,
1960,1982,3317,
1954,1962,8443,
1958,1966,4441,
1988,2026,14816,1355
1995,2010,5499,
2021,2029,5029,
1976,2025,11041,
1964,1972,18868,
1989,2030,16131,
1987,2032,7222,
1986,1991,8697,
1969,2014,13622,
2010,2036,16661,5209
1957,1965,20800,5209
1957,1993,3222,
1991,2015,15303,
1970,2018,4358,
1978,1998,7051,
1974,1995,18287,
2001,2029,17557,
2015,2046,1613,
1950,1975,4931,
2011,2051,20310,
2001,2006,20741,
2001,2050,2255,
1967,2014,13401,
2020,2028,14475,
2013,2032,10106,
1960,1963,12094,
2017,2031,7390,
1975,2022,7764,
2019,2041,6698,
1965,1981,15974,4296
2002,2034,6805,
1971,2006,15881,
1999,2004,13617,
2001,2010,6662,
2000,2048,6120,24
1987,2008,510,
1986,2033,3481,
2011,2015,20301,
1965,1995,20732,
2009,2024,15772,
2000,2042,10096,
2000,2048,15598,
1954,1976,4349,
1970,2007,303,
1957,1987,9041,
1974,2017,2394,
2010,2054,2012,
1977,1996,14567,
1967,2013,7613,
1988,2001,17359,
1952,1982,16867,
1954,1963,1114,
2005,2045,3421,
2015,2030,13078,
1966,2010,21697,
1950,1952,12074,
1971,1978,3388,
2021,2031,12982,2183
1965,1970,3708,
1968,1993,3218,
2011,2042,1241,
1958,1996,17957,
2005,2044,7087,
1994,2008,5020,
2002,2009,3530,
2005,2055,17069,
1968,1999,15672,
1998,2022,18274,
1955,1977,12888,
1965,2000,13649,
1988,1998,16321,
1977,2017,21145,
1992,1997,18406,
1977,2013,1840,
2001,2024,447,
1996,2017,13398,
1968,2015,9874,
2012,2052,13997,
2018,2044,3941,
2015,2057,828,
2018,2046,8358,
1963,1999,19214,24
1982,1997,3563,
1958,2001,16426,
1956,2003,12041,
1956,1963,12316,
2015,2028,8279,
2002,2027,6376,
1969,1970,405,
1987,2013,3419,
2015,2044,10018,
1996,2015,2281,
2002,2012,8140,
1962,2011,19536,
1990,2035,3943,
1954,2004,21625,
1991,2034,12773,
1992,2017,2642,
1951,1969,4701,
1982,2026,2095,
2012,2061,12636,
1996,2025,21459,
1996,2026,1042,
2016,2041,3298,
1956,1980,16272,
1956,2006,20868,
1953,2001,14920,
1969,1990,15620,
1966,2012,9371,4296
2021,2058,1550,
2001,2016,14830,
1984,2022,5848,
1964,1971,19842,
1977,2002,11276,
1991,1997,6382,
1958,1979,234,1797
1963,1994,9188,
1990,1993,8450,
2005,2022,2419,
2008,2016,6812,
1981,2023,10154,
1966,1989,16415,
2017,2029,7562,
1977,2009,8546,
1980,2019,20227,
1994,2018,17432,
1985,2035,5865,
2020,2049,1119,
2003,2039,17617,
1973,2016,5394,
2017,2022,6842,
1964,1969,15107,
1971,1980,19972,
2014,2064,4279,
2015,2053,10960,
1959,1981,21062,
1966,2007,11065,
