language,personID
English,80931
English,121345
Hindi,15276
Sundanese,111410
Greek,61777
English,122720
Mandarin,65086
French,39888
Arabic,93272
English,95276
French,120081
Bengali,35063
Spanish,26059
Bengali,161129
English,171653
Hindi,19957
Bulgarian,134994
Uzbek,130739
Mandarin,67132
Russian,104881
English,95857
Portuguese,47978
Italian,9315
Spanish,16951
English,43204
English,29622
Spanish,18114
Hindi,129900
English,51353
Spanish,119769
Basque,63413
German,107363
Hungarian,78639
Croatian,41441
English,64626
English,98852
German,85133
English,16506
English,168785
Arabic,129243
English,68959
Sundanese,70729
Jakartanese,60769
English,141503
French,102897
English,70732
English,106555
Danish,153498
French,61333
Spanish,171563
Hebrew,71764
Kurdish,68819
German,145780
French,83659
Bengali,24796
Ukrainian,100500
English,75510
Spanish,6476
English,16268
Spanish,110591
French,87047
Italian,91829
Kazakh,153411
English,141031
Hindi,99037
Nepali,1293
German,154815
German,65715
Spanish,38190
English,14351
English,160088
Italian,48257
Finnish,59898
English,100317
German,151598
Mandarin,105462
English,31510
Czech,109493
Hindi,25180
Japanese,43772
Serbian,161564
Dutch,136174
French,156737
Japanese,169810
Hungarian,98083
Spanish,26652
French,34237
German,137612
English,75782
Danish,22586
Mandarin,61386
German,49
German,158471
English,62807
Japanese,79425
Croatian,80476
French,49177
Greek,36346
Spanish,80703
Greek,8140
Japanese,63580
Turkish,77422
English,137965
Nigerian,98115
German,17313
Bengali,6298
Mandarin,10717
English,66415
English,61310
English,94635
Finnish,64821
English,85181
Arabic,33253
English,13710
Hebrew,18099
Spanish,123736
Kazakh,93715
English,13379
Thai,24321
English,170473
English,47280
Japanese,24699
Greek,124096
English,20621
English,146041
Bengali,17571
English,12026
Spanish,121738
French,119706
Arabic,68135
Nigerian,29339
Dutch,121160
Hungarian,102552
English,140020
Maltese,21459
English,80165
Hindi,110477
Estonian,147924
Slovak,157049
Hebrew,38418
English,170013
English,16076
Spanish,143709
English,61988
English,78785
Arabic,141259
English,16205
Spanish,103436
English,27514
French,4874
Croatian,111956
French,95063
French,36556
English,161578
Danish,6326
Uzbek,147185
Russian,57969
French,71982
French,129589
Russian,165929
Bengali,94918
Mandarin,158579
Berber,144822
Spanish,101272
Spanish,162064
Chavacano,150527
Spanish,144201
German,114883
Portuguese,42961
Japanese,41183
French,133874
English,82470
Catalan,46523
English,87576
Russian,127226
Italian,27378
Catalan,98643
Mandarin,129879
English,121928
Italian,50576
English,37774
Japanese,97598
Berber,42362
Spanish,99567
Spanish,77433
Mandarin,121735
Shanghainese,122439
English,166971
Arabic,129942
Kazakh,164187
Malay,39288
Bengali,171628
English,63068
Italian,131495
German,98688
Korean,96264
English,38312
Spanish,20392
French,23255
Spanish,159217
Spanish,59121
Italian,78631
English,433
English,126726
German,42139
Russian,158352
Chavacano,8417
English,122365
Assyrian,35461
Spanish,76573
French,38837
Bengali,24760
Spanish,56112
Spanish,27175
Mandarin,79434
English,110846
French,70668
Italian,59412
Sundanese,165733
Mandarin,122819
French,76587
Spanish,106642
Finnish,124115
Malay,140270
German,157032
Czech,40726
Spanish,166413
German,121086
Mandarin,38386
French,51502
Shanghainese,78445
English,116277
Greek,84611
Spanish,90419
Nigerian,93178
Bengali,150019
Bengali,126003
English,123330
Sundanese,132136
English,9841
French,154617
English,105946
Spanish,32175
Spanish,141897
Belorussian,62190
English,56281
Yiddish,123725
Mandarin,161734
English,154119
Spanish,111945
English,75221
Azerbaijani,34951
English,123001
Ukrainian,113507
English,881
English,148327
Bengali,160308
English,33392
Mandarin,96476
French,82155
German,166458
Hungarian,118590
Japanese,8960
English,29176
Polish,94189
Bengali,165854
English,98734
Assyrian,25882
English,809
English,97601
English,117764
English,83613
French,39312
Spanish,36927
French,148344
Mandarin,14171
Italian,106657
Arabic,29198
English,6413
Russian,26878
Spanish,74015
Spanish,142630
English,95307
English,34521
Latvian,33171
Mandarin,21561
Spanish,132832
English,20029
Bengali,71950
Estonian,56674
Spanish,51348
English,64349
English,169904
French,85808
Spanish,101472
Hungarian,77749
English,161696
Mandarin,39109
Sundanese,53222
Mandarin,832
English,50463
Russian,167010
Korean,163632
Italian,48156
Moldavan,13615
Mandarin,52268
Kurdish,152155
English,9176
Spanish,29407
English,16807
Spanish,161459
English,24800
Spanish,56749
Spanish,154939
Spanish,16675
Spanish,38921
Bengali,59459
Spanish,134344
German,53460
Hindi,108606
English,99660
Mandarin,97568
English,38451
Bengali,138468
Serbian,80855
Spanish,127833
French,1361
Mandarin,162360
English,17929
French,62766
Mandarin,29880
Mandarin,72851
Greek,86810
English,103366
Greek,37423
English,153678
English,92093
English,126218
Bengali,58500
Spanish,117030
German,128586
French,135096
Hindi,63272
German,114739
French,157689
English,128728
Spanish,74943
Ukrainian,149292
Thai,84134
Russian,23601
English,47511
Spanish,108765
English,14311
Spanish,11832
English,51522
Kazakh,104913
Turkish,166189
Spanish,121188
Italian,74029
Italian,115821
English,112991
Spanish,139207
French,31292
English,37220
German,170924
Danish,165408
Hebrew,43601
English,155324
Nigerian,131946
English,168044
Italian,163499
Lithuanian,105486
Hindi,141939
Russian,155467
English,119354
Hindi,144885
Spanish,13554
Japanese,3125
Spanish,160693
French,66599
English,78941
Yiddish,135903
English,46434
Arabic,171456
Afrikaans,41975
Mandarin,112490
Italian,134588
Polish,85288
Spanish,106266
Spanish,161379
English,69906
Finnish,41161
Spanish,68771
Spanish,114719
Arabic,81824
German,10960
Kyrgyz,89714
English,42045
French,165065
Spanish,89319
English,137353
French,44936
English,110935
English,102303
Greek,126933
Spanish,41952
French,90779
English,158026
Italian,129251
Afrikaans,4425
Afrikaans,158964
German,2773
English,38936
French,128291
French,122307
French,26698
French,79220
English,50488
Spanish,33087
Spanish,160997
Portuguese,70219
Greek,29485
Spanish,139641
Italian,98472
French,143978
Azerbaijani,103049
English,155308
English,137543
Italian,108204
English,153159
Bulgarian,53232
English,151069
Chao-chow,31211
Arabic,84936
Urdu,22736
Japanese,64066
Hindi,63925
Italian,146056
Bengali,61898
English,86648
Spanish,61991
Mandarin,90653
English,40167
Greek,158059
English,72494
English,155013
Spanish,17751
Spanish,103533
Hebrew,132161
Japanese,57601
English,50907
Spanish,68151
Italian,142210
Mandarin,169658
English,39990
French,144086
Indonesian,26770
English,106794
Lithuanian,86417
English,95049
Mandarin,153855
Spanish,64070
Mandarin,106310
French,66850
German,76972
English,14234
Swahili,164270
Italian,93007
French,55779
French,156643
Mongolian,42522
English,47093
French,120008
Malay,38282
French,124643
Sundanese,170635
Hindi,121768
Kyrgyz,22155
Russian,131026
Bengali,28066
Spanish,42494
English,70072
Spanish,85327
Ukrainian,116381
Arabic,135030
Turkish,137088
English,165880
Belorussian,84550
German,96578
Bulgarian,39405
German,160834
English,57622
English,102392
English,18806
Greek,11510
Spanish,157427
French,31728
English,494
Spanish,77931
English,25906
Mandarin,148261
English,74846
English,138302
Jakartanese,91825
English,108188
Italian,104418
English,141153
Japanese,42186
Greek,20928
English,160649
Spanish,105962
English,106400
Mandarin,156108
Serbian,148329
English,132362
Spanish,144325
French,128154
Bengali,126358
French,149518
Spanish,154353
Portuguese,165879
English,95294
Spanish,20107
Spanish,101459
Bengali,7456
English,132822
Spanish,14170
Arabic,37192
German,23233
English,156784
Spanish,81788
Finnish,449
Slovak,68473
Finnish,98669
Ukrainian,28893
Spanish,152002
Portuguese,57325
English,44772
Mandarin,117664
Arabic,34714
French,102935
Portuguese,70072
Hindi,55394
German,153363
English,33860
Mandarin,73805
Spanish,89815
Spanish,58478
English,47566
Korean,130120
English,139876
German,88223
Mandarin,135307
Mandarin,145274
English,58027
Portuguese,89904
Finnish,67473
Estonian,63641
Estonian,122096
English,38682
Hindi,102737
Mandarin,69705
English,75389
Spanish,83980
English,152428
French,45575
Arabic,139538
Macedonian,153706
German,64483
English,56262
Finnish,26806
English,152507
French,29788
Portuguese,89443
Nigerian,95452
English,158826
German,146230
English,16370
English,67576
English,110115
Portuguese,76656
Japanese,151283
Cambodian,133055
Dutch,62411
English,58545
English,61594
French,136179
Spanish,125308
German,83514
Spanish,36028
English,150440
Thai,105460
German,2769
Serbian,94779
English,118034
Lithuanian,130967
German,87636
English,89112
Danish,83227
Kazakh,72182
Portuguese,14271
Korean,124550
English,15149
Spanish,25614
Spanish,92292
English,31104
German,87984
German,86064
English,48432
Danish,33786
English,138609
Yiddish,60427
Spanish,121588
Mandarin,70853
Arabic,16648
Portuguese,16980
English,84686
German,35283
Spanish,99321
German,109767
Italian,14077
English,166159
English,118692
Mandarin,151766
Japanese,107271
Mandarin,97876
Mandarin,78896
Spanish,131889
French,150207
Mandarin,50518
Georgian,40534
English,99624
German,156733
English,161255
Bengali,44672
Jakartanese,128315
Russian,58365
English,158316
English,19292
English,121604
Basque,39585
Japanese,154598
Bengali,124255
English,78638
Russian,80150
French,129633
Russian,84590
Italian,61682
Spanish,48599
French,105631
Macedonian,139587
Cakchiquel,66726
French,3408
Spanish,71325
Finnish,43001
Spanish,46062
Italian,21444
French,131573
English,86236
English,40329
German,151042
Hebrew,139808
Spanish,92341
Lithuanian,58641
German,49456
French,33975
Spanish,150709
Bengali,382
English,20056
Spanish,128682
Italian,157184
German,79412
Polish,157692
Mandarin,144754
Spanish,118770
Polish,130738
Portuguese,129950
Korean,113069
English,79960
Danish,19046
Spanish,19331
German,25824
Norwegian,132232
French,47706
English,43074
English,29223
Mandarin,38286
Italian,35319
English,20498
English,143473
English,61309
English,45781
Mandarin,11702
Jakartanese,141822
German,151353
English,75656
Czech,40326
Mandarin,14256
Serbian,42588
English,86245
Spanish,70418
Yiddish,74434
Azerbaijani,152424
Chavacano,96700
English,67923
Spanish,153642
English,91105
Indonesian,52914
Arabic,166281
French,115708
English,62426
Cambodian,81822
English,62666
English,166006
Portuguese,49030
Cambodian,81513
French,23458
Japanese,122526
Bengali,81106
Arabic,7333
Greek,155038
English,17827
Spanish,31638
Arabic,90491
English,33758
English,50880
Italian,106475
Cambodian,153639
Mandarin,162790
Mandarin,9855
French,67261
English,47468
English,35960
German,68077
French,102995
Mandarin,126040
French,23146
English,169359
English,49955
Mandarin,153065
English,79516
German,95853
Spanish,51840
English,142469
Arabic,37542
Bengali,159057
English,163395
German,20852
German,92973
Mandarin,88649
English,113309
Spanish,154189
Bengali,125949
English,50727
Swedish,163706
Moldavan,126662
Italian,87368
English,463
English,85228
French,93470
Spanish,131170
Hindi,65644
Spanish,56307
Indonesian,64233
Azerbaijani,60343
Bengali,45836
Hindi,86922
Japanese,153686
Spanish,159461
Russian,30879
Hindi,136290
Hebrew,129443
Hindi,68234
Spanish,42492
Turkish,85833
Finnish,21560
Finnish,2460
Bengali,50594
Japanese,22693
Spanish,153533
French,99175
Arabic,79025
Mandarin,124663
English,69638
French,99348
French,122937
English,89270
German,106908
French,81108
Japanese,44714
English,123250
German,72738
Uzbek,35774
Spanish,106142
Spanish,147536
Spanish,3091
Basque,111372
English,64705
Mandarin,33433
Spanish,141884
Ukrainian,24107
English,106655
Turkish,119374
English,134079
Mongolian,170591
Kosovan,66607
Hungarian,104887
English,11914
Russian,3354
Chao-chow,156473
Spanish,161259
English,954
English,111550
Hungarian,90329
Turkish,56900
Mandarin,12903
French,130223
Spanish,12377
Hindi,125600
Indonesian,140234
Portuguese,145183
English,133076
English,51896
English,88284
English,159597
English,70178
German,13750
English,30784
Spanish,163396
Nigerian,123972
Bosnian,69510
Mandarin,11283
Spanish,86802
German,46075
English,151375
English,80025
Korean,33595
Spanish,37477
Hindi,142842
German,23198
English,145873
English,53722
Dutch,77337
Arabic,6139
Basque,85335
Catalan,152083
English,84872
Assyrian,100841
Bengali,164658
Portuguese,116485
Russian,157063
German,159484
German,108204
Spanish,902
Arabic,86296
Italian,67291
German,166354
Belorussian,44131
Korean,144240
Bengali,51519
Portuguese,14395
Hindi,149392
English,7149
English,156344
Spanish,82125
English,110021
English,107926
Croatian,108828
English,22639
Italian,134619
English,78090
Thai,148819
German,25181
Jakartanese,129117
Italian,75347
French,8244
Cakchiquel,22008
Korean,133271
Bengali,12136
English,149863
English,85791
German,137150
French,102886
Spanish,90169
English,94074
Spanish,73063
English,26701
English,45987
Catalan,20936
German,132997
Maltese,43299
Japanese,170467
Mandarin,46654
Spanish,103214
Portuguese,99096
English,2218
French,32055
French,158892
French,171537
Hindi,167155
French,38069
English,38510
French,73065
French,34763
English,124067
Arabic,74942
Spanish,143411
German,86909
French,38794
Hindi,126236
Spanish,87316
Jakartanese,54908
Korean,161147
Portuguese,162696
Lithuanian,77940
English,123208
Belorussian,94045
Moldavan,156337
Spanish,68268
Russian,159995
German,77296
French,21674
English,54026
English,153951
Swedish,59000
Japanese,49576
Japanese,55135
Bengali,64679
Arabic,120998
Georgian,26053
Spanish,107777
German,104936
Spanish,69073
Montenegrin,99609
German,1964
English,142303
Hindi,32513
Korean,954
English,6425
Spanish,95960
Japanese,26346
Hindi,115430
Swedish,53936
Bengali,8374
English,137321
Japanese,71699
Mandarin,65579
English,85046
English,90525
Bengali,1802
Japanese,110242
Bengali,35145
Somali,163666
Croatian,26830
English,105193
Mandarin,41688
Russian,52782
French,79762
Dutch,93932
French,64643
Turkish,22227
Turkish,97457
Russian,60011
English,70655
Russian,78457
French,138047
German,149592
Spanish,115544
Italian,107197
Mandarin,11342
English,161603
English,21860
English,45814
English,158442
English,56076
French,40657
English,60393
Swedish,77716
German,65753
German,46767
French,92385
English,146443
Russian,10387
Hebrew,171251
Portuguese,33421
English,126304
Serbian,52413
Bengali,67303
Bengali,130200
German,143346
French,152574
English,34565
Spanish,164125
Spanish,100770
Hindi,48114
English,95218
English,36906
Spanish,125276
Portuguese,118014
Japanese,58833
Chao-chow,106571
Arabic,169194
Spanish,9981
Maltese,75971
English,27907
English,82347
Swedish,140598
Spanish,164768
Spanish,144193
Spanish,169946
English,107798
Spanish,116148
English,17023
Spanish,17550
Macedonian,74975
Spanish,123639
French,1210
English,131672
English,55214
Spanish,91261
French,166190
Spanish,93696
Turkish,89474
German,119845
Spanish,72086
French,122955
Spanish,16923
Taiwanese,153801
English,129591
English,83672
Mandarin,111327
Vietnamese,138095
English,59254
Kazakh,27078
Chao-chow,10384
Vietnamese,59248
English,47486
Chao-chow,117988
Italian,33886
Greek,48038
Swahili,279
Italian,53802
Norwegian,12157
Japanese,154089
Catalan,119151
English,4891
Portuguese,132559
English,19780
French,109491
Montenegrin,161340
English,95362
Mandarin,11452
English,59948
French,22250
Montenegrin,24463
Kyrgyz,122428
Finnish,157765
Portuguese,31469
Lithuanian,98034
English,81547
Mongolian,12438
English,120814
Arabic,152046
Bengali,29591
Japanese,21652
Kosovan,161144
Kazakh,6134
Hindi,30389
Japanese,44406
Spanish,86621
German,96423
Bengali,161535
Italian,137287
Spanish,2628
French,162848
Russian,23477
Spanish,18696
Spanish,32018
Mandarin,75461
Estonian,133730
Italian,122252
French,118945
Spanish,16543
Hebrew,143663
Bengali,149026
Spanish,114967
Bosnian,111970
Mandarin,76764
Italian,132772
Mandarin,127565
English,102191
Portuguese,132887
Greek,144381
Polish,112168
English,105806
Serbian,115606
German,90960
French,95039
